Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
cottara,Sustantivo,jarro para el agua,Español,,OK
cozza,Sustantivo,mejillón (Mytilus edulis),Español,,OK
craccarazza,Sustantivo,urraca,Español,,OK
crafocchiu,Sustantivo,"1. hueco, caverna, guarida, 2. antro, 3. celda de colmena, 4. calle estrecha",Español,,OK
crapi,Sustantivo,cabras,Español,,OK
crastu,Sustantivo,cordero castrado,Español,,OK
crasèntula,Sustantivo,lombriz (gusano que vive en la tierra),Español,,OK
craunchiu,Sustantivo,"carbunco cutáneo (enfermedad), forúnculo",Español,,OK
cravatta,Sustantivo,corbata,Español,,OK
cravunchiu,Sustantivo,"carbunco cutáneo (enfermedad), forúnculo",Español,,OK
cree,Sustantivo,idioma cree,Español,,OK
crianza,Sustantivo,"decencia, buena educación, cortesía",Español,,OK
criatu,Sustantivo,"criado, sirviente",Español,,OK
cricchia,Sustantivo,"cerquillo, tonsura, coronilla",Español,,OK
crienti,Sustantivo,cliente,Español,,OK
crignu,Sustantivo,"coscurro, pico de pan,",Español,,OK
cripazza,Sustantivo,grieta,Español,,OK
criscenti,Sustantivo,levadura,Español,,OK
criscimogna,Sustantivo,"crecimiento, desarrollo, lujuriancia",Español,,OK
criscimonia,Sustantivo,"crecimiento, desarrollo, lujuriancia",Español,,OK
crisi,Sustantivo,crisis,Español,,OK
crispa,Sustantivo,"1. pliegue, doblez, 2. bordado",Español,,OK
crissi,Sustantivo,eclipse,Español,,OK
crista,Sustantivo,"cresta, moco",Español,,OK
crisuleu,Sustantivo,oropéndola (Oriolus oriolus),Español,,OK
crisuòmbulu,Sustantivo,albaricoque,Español,,OK
crisòmmula,Sustantivo,albaricoque,Español,,OK
crisòmmulu,Sustantivo,albaricoque,Español,,OK
crisùmmulu,Sustantivo,albaricoque,Español,,OK
criu,Sustantivo,"criba, garbillo, tamiz",Español,,OK
crivatta,Sustantivo,corbata,Español,,OK
crivu,Sustantivo,"criba, garbillo, tamiz",Español,,OK
criàntulu,Sustantivo,niño,Español,,OK
croatu,Sustantivo,croata / idioma croata,Español,,OK
croccu,Sustantivo,gancho,Español,,OK
cruacchiu,Sustantivo,"1. cuervo, 2. corneja",Español,,OK
cruatta,Sustantivo,corbata,Español,,OK
crucchettu,Sustantivo,pequeño gancho,Español,,OK
crucchigghiu,Sustantivo,pequeño gancho,Español,,OK
crucchiuluni,Sustantivo,corteza seca de pan,Español,,OK
crucera,Sustantivo,crucero,Español,,OK
cruduzzu,Sustantivo,coxis,Español,,OK
cruruzzu,Sustantivo,coxis,Español,,OK
cruselli,Sustantivo,sorta di pasta,Italiano,,OK
crusuleu,Sustantivo,oropéndola (Oriolus oriolus),Español,,OK
cruvacchiu,Sustantivo,"1. cuervo, 2. corneja",Español,,OK
cruvatta,Sustantivo,corbata,Español,,OK
cruvecchia,Sustantivo,pequeña cesta,Español,,OK
cruvedda,Sustantivo,pequeña cesta,Español,,OK
cruveddu,Sustantivo,"corballo (Umbrina cirrosa), verrugato",Español,,OK
cubba,Sustantivo,cúpula (techo),Español,,OK
cubbaìta,Sustantivo,turrón siciliano,Español,,OK
cubbàita,Sustantivo,turrón siciliano,Español,,OK
cucca,Sustantivo,cuco hembra (Cuculus canorus)  / mochuelo,Español,,OK
cucchia,Sustantivo,"vulva, pareja, par",Español,,OK
cucciddatu,Sustantivo,buccellato navideño siciliano (postre),Español,,OK
cucina,Sustantivo,"1. cocina (lugar), 2. cocina / prima",Español,,OK
cucinu,Sustantivo,primo,Español,,OK
cucuddu,Sustantivo,capullo,Español,,OK
cuculiari,Sustantivo,rotolare,Italiano,,OK
cucumidda,Sustantivo,"camomila, manzanilla",Español,,OK
cucummararu,Sustantivo,vendedor de sandías,Español,,OK
cucummiraru,Sustantivo,vendedor de sandías,Español,,OK
cucummuraru,Sustantivo,vendedor de sandías,Español,,OK
cucunceddu,Sustantivo,"asfodelo blanco, gamón blanco (Asphodelus albus)",Español,,OK
cucutrigghiu,Sustantivo,cocodrilo,Español,,OK
cucuzzedda,Sustantivo,calabacín (Cucurbita pepo),Español,,OK
cucuzzeddi,Sustantivo,calabacines (Cucurbita pepo),Español,,OK
cucùmmaru,Sustantivo,"sandía, melón de agua",Español,,OK
cucùmmiru,Sustantivo,"sandía, melón de agua",Español,,OK
cucùmmuru,Sustantivo,"sandía, melón de agua",Español,,OK
cuddana,Sustantivo,"collar, joya de cuello",Español,,OK
cuddaru,Sustantivo,collar (para perro),Español,,OK
cudera,Sustantivo,"1. cola, 2. parte de la silla (para caballo) que está bajo la cola",Español,,OK
cudruzzu,Sustantivo,coxis,Español,,OK
cuffari,Sustantivo,"1. quehacer, faena, tarea, actividad, 2. una persona que no sirve para nada, un inútil",Español,,OK
cufinu,Sustantivo,"cesto, cesta",Español,,OK
cufularu,Sustantivo,hogar (fuego),Español,,OK
cufuni,Sustantivo,braserillo portátil,Español,,OK
cufuruna,Sustantivo,tortuga,Español,,OK
cugghiandredda,Sustantivo,pimpinela escarlata (Anagallis arvensis),Español,,OK
cugghiandreddu,Sustantivo,pimpinela escarlata (Anagallis arvensis),Español,,OK
cugghiandru,Sustantivo,"coriandro, cilantro, culantro (Coriandrum sativum)",Español,,OK
cugghituri,Sustantivo,bobina (para el hilo),Español,,OK
cugghiuni,Sustantivo,"testículo, cojón",Español,,OK
cugliuni,Sustantivo,"testículo, cojón",Español,,OK
cugnintura,Sustantivo,"oportunidad, coyuntura|conyuntura, circunstancia|circunstancias, situación, combinación (de circunstancias)",Español,,OK
cugnomi,Sustantivo,apellido,Español,,OK
cugnomu,Sustantivo,apellido,Español,,OK
cugnu,Sustantivo,herramienta para la acuñación,Español,,OK
cugnugazioni,Sustantivo,conjugación,Español,,OK
cugnugazzioni,Sustantivo,conjugación,Español,,OK
cugnuntura,Sustantivo,"oportunidad, coyuntura|conyuntura, circunstancia|circunstancias, situación, combinación (de circunstancias)",Español,,OK
cugnunzioni,Sustantivo,conjunción ''f'',Español,,OK
cuinnutu,Sustantivo,"cornudo, cabrón",Español,,OK
cuirami,Sustantivo,cosas de cuero,Español,,OK
cuiraru,Sustantivo,"persona que trabaja el cuero, cuerero",Español,,OK
cuitùtini,Sustantivo,quietud,Español,,OK
cullana,Sustantivo,"collar, joya de cuello",Español,,OK
cullezioni,Sustantivo,colección,Español,,OK
cullezzioni,Sustantivo,colección,Español,,OK
cullittina,Sustantivo,guillotina,Español,,OK
cullizioni,Sustantivo,colección,Español,,OK
cullizzioni,Sustantivo,colección,Español,,OK
culmu,Sustantivo,cumbrera,Español,,OK
culostra,Sustantivo,calostro (primera leche),Español,,OK
culovra,Sustantivo,culebra (serpiente),Español,,OK
culovria,Sustantivo,culebra (serpiente),Español,,OK
culumma,Sustantivo,paloma blanca,Español,,OK
culunisi,Sustantivo,"coloniés / dialecto de Colonia, dialecto coloniés",Español,,OK
cumarca,Sustantivo,comarca,Español,,OK
cumeddia,Sustantivo,comedia,Español,,OK
cumedia,Sustantivo,comedia,Español,,OK
cummedia,Sustantivo,comedia,Español,,OK
cummegnu,Sustantivo,"convenio, acuerdo",Español,,OK
cummerciu,Sustantivo,comercio,Español,,OK
cummìa,Sustantivo,fascia,Italiano,,OK
cumparsa,Sustantivo,aparición,Español,,OK
cumplimentu,Sustantivo,"cumplido, alabanza",Español,,OK
cumprimentu,Sustantivo,"cumplido, alabanza",Español,,OK
cumpunenna,Sustantivo,chantaje,Español,,OK
cumpustera,Sustantivo,copa de cristal o de cerámica pazra los frutos,Español,,OK
cumunitati,Sustantivo,comunidad,Español,,OK
cumunità,Sustantivo,comunidad,Español,,OK
cuncertu,Sustantivo,concierto,Español,,OK
cunchigghia,Sustantivo,concha (de moluscos),Español,,OK
cunchimi,Sustantivo,sperma d'animali,Italiano,,OK
cuncutriddu,Sustantivo,cocodrilo,Español,,OK
cuncutrigghiu,Sustantivo,cocodrilo,Español,,OK
cundizioni,Sustantivo,condición,Español,,OK
cundizzioni,Sustantivo,condición,Español,,OK
cunetta,Sustantivo,medallita que se lleva al cuello,Español,,OK
cunfaffa,Sustantivo,conventicola,Italiano,,OK
cunfortu,Sustantivo,"consuelo, consolación, aliviamiento, alivio",Español,,OK
cunfusioni,Sustantivo,confusión,Español,,OK
cunfìddiu,Sustantivo,"confiteor (oración en latín de la liturgia católica, también conocida con el título en castellano ""yo confieso"" o ""yo pecador"")",Español,,OK
cungiunzioni,Sustantivo,conjunción ''f'',Español,,OK
cunigghieddu,Sustantivo,conejito,Español,,OK
cunigghiu,Sustantivo,conejo,Español,,OK
cunigliu,Sustantivo,conejo,Español,,OK
cuniu,Sustantivo,herramienta para la acuñación,Español,,OK
cuniugazioni,Sustantivo,conjugación,Español,,OK
cuniugazzioni,Sustantivo,conjugación,Español,,OK
cuniuntura,Sustantivo,"oportunidad, coyuntura|conyuntura, circunstancia|circunstancias, situación, combinación (de circunstancias)",Español,,OK
cuniunzioni,Sustantivo,conjunción ''f'',Español,,OK
cunjintura,Sustantivo,"oportunidad, coyuntura|conyuntura, circunstancia|circunstancias, situación, combinación (de circunstancias)",Español,,OK
cunjugazioni,Sustantivo,conjugación,Español,,OK
cunjugazzioni,Sustantivo,conjugación,Español,,OK
cunjuntura,Sustantivo,"oportunidad, coyuntura|conyuntura, circunstancia|circunstancias, situación, combinación (de circunstancias)",Español,,OK
cunjunzioni,Sustantivo,conjunción ''f'',Español,,OK
cunnizioni,Sustantivo,condición,Español,,OK
cunnizzioni,Sustantivo,condición,Español,,OK
cunnutta,Sustantivo,conducta (comportamiento),Español,,OK
cunnuttu,Sustantivo,"conducto, tubo",Español,,OK
cunnutu,Sustantivo,"cornudo, cabrón",Español,,OK
cunortu,Sustantivo,"consuelo, consolación, aliviamiento, alivio",Español,,OK
cunsolu,Sustantivo,costumbre funeraria siciliana (lo que los amigos y parientes llevan a la familia de un difunto en los prímeros dias de luo),Español,,OK
cunsulatu,Sustantivo,consulado,Español,,OK
cuntadinu,Sustantivo,campesino,Español,,OK
cuntatinu,Sustantivo,campesino,Español,,OK
cunteri,Sustantivo,novelista,Español,,OK
cuntrazioni,Sustantivo,contracción,Español,,OK
cuntrazzioni,Sustantivo,contracción,Español,,OK
cuntu,Sustantivo,"1. cuenta (cálculo), 2. cuento",Español,,OK
cunvegnu,Sustantivo,"convenio, acuerdo",Español,,OK
cunzarìa,Sustantivo,taller de curtiduría,Español,,OK
cunzolu,Sustantivo,costumbre funeraria siciliana (lo que los amigos y parientes llevan a la familia de un difunto en los prímeros dias de luo),Español,,OK
cunzulatu,Sustantivo,consulado,Español,,OK
cuperchiu,Sustantivo,tapa,Español,,OK
cuppinu,Sustantivo,cucharón,Español,,OK
cupunara,Sustantivo,trivello per fare il cocchiume,Italiano,,OK
cupunera,Sustantivo,trivello per fare il cocchiume,Italiano,,OK
cura,Sustantivo,"1. cuidado, atención, cuido, 2. cuerda",Español,,OK
curaggiu,Sustantivo,"valor, ánimo",Español,,OK
curami,Sustantivo,cosas de cuero,Español,,OK
curaru,Sustantivo,"persona que trabaja el cuero, cuerero",Español,,OK
curbeddu,Sustantivo,"corballo (Umbrina cirrosa), verrugato",Español,,OK
curchettu,Sustantivo,pequeño gancho,Español,,OK
curdu,Sustantivo,kurdo,Español,,OK
curianu,Sustantivo,coreano / idioma coreano,Español,,OK
curiusità,Sustantivo,curiosidad,Español,,OK
curma,Sustantivo,"cumbre, cima",Español,,OK
curmaloru,Sustantivo,leñador,Español,,OK
curmu,Sustantivo,cumbrera,Español,,OK
curnali,Sustantivo,cuerda para atar los bueyes por los cuernos,Español,,OK
curnera,Sustantivo,rincón,Español,,OK
curnicchiu,Sustantivo,baccello ancora tenero,Italiano,,OK
curnutu,Sustantivo,"cornudo, cabrón",Español,,OK
curpa,Sustantivo,culpa,Español,,OK
currituri,Sustantivo,pasillo,Español,,OK
currìa,Sustantivo,"correa, cincha, cinturón",Español,,OK
cursa,Sustantivo,carrera (correr),Español,,OK
curtigghiu,Sustantivo,patio,Español,,OK
curtigliu,Sustantivo,patio,Español,,OK
curtili,Sustantivo,patio,Español,,OK
curuzzu,Sustantivo,corazón pequeño,Español,,OK
curvacchiu,Sustantivo,"1. cuervo, 2. corneja",Español,,OK
curveddu,Sustantivo,"corballo (Umbrina cirrosa), verrugato",Español,,OK
curàtulu,Sustantivo,"trabajador y guardia en una ""azienda"" siciliana",Español,,OK
cuscenza,Sustantivo,conciencia,Español,,OK
cuscinu,Sustantivo,"cojín, plumazo",Español,,OK
cuscusu,Sustantivo,"alcuzcuz, cuzcuz, cuscús",Español,,OK
cusirità,Sustantivo,curiosidad,Español,,OK
cusmèticu,Sustantivo,cosmético,Español,,OK
custumi,Sustantivo,costumbre,Español,,OK
custureri,Sustantivo,sastre,Español,,OK
cuticchiuni,Sustantivo,"gran canto rodado, gran guijarro",Español,,OK
cutra,Sustantivo,"colcha, cubierta, manta (de cama)",Español,,OK
cutriciuni,Sustantivo,pannolino per bambini,Italiano,,OK
cutrigghia,Sustantivo,grande manta rellenada con plumas o con lana,Español,,OK
cutruzzu,Sustantivo,coxis,Español,,OK
cuttigghia,Sustantivo,"sorta di veste, busto",Italiano,,OK
cuttigghiu,Sustantivo,patio,Español,,OK
cuttigliu,Sustantivo,patio,Español,,OK
cuttura,Sustantivo,cocción,Español,,OK
cutuletta,Sustantivo,chuleta,Español,,OK
cuverchiu,Sustantivo,tapa,Español,,OK
cuzzuluni,Sustantivo,testa pelata,Italiano,,OK
cuzzuni,Sustantivo,mediatore,Italiano,,OK
cuòfinu,Sustantivo,"cesto, cesta",Español,,OK
càbala,Sustantivo,cábala,Español,,OK
càbbala,Sustantivo,cábala,Español,,OK
càcculu,Sustantivo,cálculo,Español,,OK
càlculu,Sustantivo,cálculo,Español,,OK
càlia,Sustantivo,garbanzo tostado|garbanzos tostados,Español,,OK
càmmara,Sustantivo,"habitación, cuarto, dormitorio",Español,,OK
càmula,Sustantivo,"1. gusano de madera, carcoma, 2. larva de la polilla de la ropa (Tineola bisselliella)",Español,,OK
cànavu,Sustantivo,cáñamo,Español,,OK
cànnamu,Sustantivo,cáñamo,Español,,OK
cànnavu,Sustantivo,cáñamo,Español,,OK
càrciaru,Sustantivo,"cárcel, prisión",Español,,OK
càrciri,Sustantivo,"cárcel, prisión",Español,,OK
càrciru,Sustantivo,"cárcel, prisión",Español,,OK
càrculu,Sustantivo,cálculo,Español,,OK
càrzara,Sustantivo,"cárcel, prisión",Español,,OK
càrzari,Sustantivo,"cárcel, prisión",Español,,OK
càrzaru,Sustantivo,"cárcel, prisión",Español,,OK
càrzira,Sustantivo,"cárcel, prisión",Español,,OK
càrziri,Sustantivo,"cárcel, prisión",Español,,OK
càrziru,Sustantivo,"cárcel, prisión",Español,,OK
càrzuru,Sustantivo,"cárcel, prisión",Español,,OK
càssaru,Sustantivo,"gran vía, avenida, calle principal",Español,,OK
càssuru,Sustantivo,"gran vía, avenida, calle principal",Español,,OK
càuci,Sustantivo,"cal / patadas, puntapié, golpes con el pie",Español,,OK
càulu,Sustantivo,"col, repollo, berza",Español,,OK
càusi,Sustantivo,pantalones,Español,,OK
càvulu,Sustantivo,"col, repollo, berza",Español,,OK
càzzica,Sustantivo,cuando el cometa se gira de improviso,Español,,OK
cèmbalu,Sustantivo,clavicordio,Español,,OK
cèmmalu,Sustantivo,clavicordio,Español,,OK
cèusa,Sustantivo,mora (fruto de la morera Morus),Español,,OK
cèusu,Sustantivo,morera (Morus),Español,,OK
cìcciulu,Sustantivo,ciocca di capelli,Italiano,,OK
cìcira,Sustantivo,sbornia,Italiano,,OK
cìciri,Sustantivo,garbanzos,Español,,OK
cìciru,Sustantivo,garbanzo,Español,,OK
cìfiri,Sustantivo,fuco,Italiano,,OK
cìrpulu,Sustantivo,ciocca di capelli,Italiano,,OK
còcciulu,Sustantivo,concha (molusco),Español,,OK
còcula,Sustantivo,"1. coccola (di alcuni alberi come cipresso, alloro, ginepro, ecc.), 2. boccia",Italiano,,OK
còfanu,Sustantivo,"cesto, cesta",Español,,OK
còfinu,Sustantivo,"cesto, cesta",Español,,OK
còfunu,Sustantivo,"cesto, cesta",Español,,OK
còiru,Sustantivo,cuero,Español,,OK
còmmoda,Sustantivo,"bacinica, orinal",Español,,OK
còmmuda,Sustantivo,"bacinica, orinal",Español,,OK
còmpitu,Sustantivo,"tarea, deber",Español,,OK
còrnicu,Sustantivo,córnico / idioma córnico,Español,,OK
còzzuli,Sustantivo,mejillones (moluscos),Español,,OK
cùbbula,Sustantivo,cúpula (techo),Español,,OK
cùpula,Sustantivo,cúpula (techo),Español,,OK
cùscusu,Sustantivo,"alcuzcuz, cuzcuz, cuscús",Español,,OK
cùtina,Sustantivo,corteza de tocino,Español,,OK
cùtini,Sustantivo,corteza de tocino,Español,,OK
cùzzica,Sustantivo,"crosta, caccola, cispa",Italiano,,OK
daga,Sustantivo,daga,Español,,OK
dagali,Sustantivo,cinturón colgado al cuello para llevar la espada,Español,,OK
daguara,Sustantivo,"mesentere del maiale, mesenterio del suino",Italiano,,OK
damaggiu,Sustantivo,daño,Español,,OK
damaiu,Sustantivo,daño,Español,,OK
damaju,Sustantivo,daño,Español,,OK
dammaggiu,Sustantivo,daño,Español,,OK
dammusu,Sustantivo,"1. abitazione in pietra con il tetto a volta (Tale tipo di costruzione è tipico dell'isola di Pantelleria), 2. volta reale (tetto)",Italiano,,OK
danaru,Sustantivo,dinero,Español,,OK
danisi,Sustantivo,danés / idioma danés,Español,,OK
dantella,Sustantivo,encaje,Español,,OK
darfinu,Sustantivo,delfín,Español,,OK
ddazzu,Sustantivo,"lazo, bramante",Español,,OK
ddimiuni,Sustantivo,limón,Español,,OK
ddisa,Sustantivo,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
ddizzu,Sustantivo,parte de un telar,Español,,OK
ddumìa,Sustantivo,limón,Español,,OK
ddìnina,Sustantivo,liendre,Español,,OK
dea,Sustantivo,"diosa, dea",Español,,OK
deculonna,Sustantivo,"diaquilonne, specie di cerotto (composto di più ingredienti e è usatu per ascessi)",Italiano,,OK
deda,Sustantivo,pino salvaje,Español,,OK
delatura,Sustantivo,trasporto,Italiano,,OK
depòsitu,Sustantivo,depósito,Español,,OK
dera,Sustantivo,pino salvaje,Español,,OK
derfinu,Sustantivo,delfín,Español,,OK
detta,Sustantivo,deuda,Español,,OK
dhivehi,Sustantivo,idioma dhivehi,Español,,OK
dia,Sustantivo,"diosa, dea",Español,,OK
dialettu,Sustantivo,dialecto,Español,,OK
diarrea,Sustantivo,diarrea,Español,,OK
diarrìa,Sustantivo,diarrea,Español,,OK
diatupìa,Sustantivo,diatopía,Español,,OK
diciaciu,Sustantivo,"desazón, incomodidad, molestia",Español,,OK
dicina,Sustantivo,decena,Español,,OK
diluri,Sustantivo,dolor,Español,,OK
dimanna,Sustantivo,"1. pregunta, 2. petición, solicitud",Español,,OK
dinaru,Sustantivo,dinero,Español,,OK
dinocchiu,Sustantivo,"rodilla, hinojo",Español,,OK
dintista,Sustantivo,dentista,Español,,OK
diploma,Sustantivo,diploma,Español,,OK
diproma,Sustantivo,diploma,Español,,OK
dipòsitu,Sustantivo,depósito,Español,,OK
direzioni,Sustantivo,dirección,Español,,OK
direzzioni,Sustantivo,dirección,Español,,OK
dirfinu,Sustantivo,delfín,Español,,OK
dirittu,Sustantivo,derecho,Español,,OK
diritturi,Sustantivo,director,Español,,OK
disa,Sustantivo,ampelodesma mauritanica (Ampelodesmos mauritanicus),Español,,OK
disaciu,Sustantivo,"desazón, incomodidad, molestia",Español,,OK
disaggiu,Sustantivo,"desazón, incomodidad, molestia",Español,,OK
disagiu,Sustantivo,"desazón, incomodidad, molestia",Español,,OK
discuitu,Sustantivo,"negligencia, descuido",Español,,OK
discursu,Sustantivo,discurso,Español,,OK
disegnu,Sustantivo,dibujo,Español,,OK
disfiducia,Sustantivo,desconfianza,Español,,OK
disfizziu,Sustantivo,desconfianza,Español,,OK
disignu,Sustantivo,dibujo,Español,,OK
disterru,Sustantivo,exilio,Español,,OK
distridu,Sustantivo,tormento,Italiano,,OK
disàiru,Sustantivo,"reprimenda, reproche",Español,,OK
disària,Sustantivo,"reprimenda, reproche",Español,,OK
disìu,Sustantivo,deseo,Español,,OK
disòrdini,Sustantivo,desorden,Español,,OK
diviazioni,Sustantivo,desviación,Español,,OK
diviazzioni,Sustantivo,desviación,Español,,OK
divinagghia,Sustantivo,arte de predecir el futuro,Español,,OK
divisioni,Sustantivo,división,Español,,OK
divìu,Sustantivo,desviación,Español,,OK
diàmetru,Sustantivo,diámetro,Español,,OK
diàmitru,Sustantivo,diámetro,Español,,OK
dièvuru,Sustantivo,liebre,Español,,OK
doccia,Sustantivo,ducha,Español,,OK
documentariu,Sustantivo,documentario,Español,,OK
dogghia,Sustantivo,dolor,Español,,OK
doglia,Sustantivo,dolor,Español,,OK
domi,Sustantivo,catedrales,Español,,OK
domu,Sustantivo,catedral,Español,,OK
dorsu,Sustantivo,espaldas,Español,,OK
draffinu,Sustantivo,delfín,Español,,OK
drappu,Sustantivo,sábana,Español,,OK
drittu,Sustantivo,derecho,Español,,OK
dua,Sustantivo,duela,Español,,OK
dubbiu,Sustantivo,duda,Español,,OK
duccia,Sustantivo,ducha,Español,,OK
duciura,Sustantivo,"suavidad, dulzor, dulzura",Español,,OK
ducumentariu,Sustantivo,documentario,Español,,OK
ducumintariu,Sustantivo,documentario,Español,,OK
dudda,Sustantivo,mora,Italiano,,OK
duga,Sustantivo,duela,Español,,OK
duluri,Sustantivo,dolor,Español,,OK
dumanna,Sustantivo,"1. pregunta, 2. petición, solicitud",Español,,OK
duminicadìa,Sustantivo,domingo,Español,,OK
duminicarìa,Sustantivo,domingo,Español,,OK
dumìnica,Sustantivo,domingo,Español,,OK
dutturi,Sustantivo,doctor,Español,,OK
duva,Sustantivo,duela,Español,,OK
duviri,Sustantivo,deber,Español,,OK
duzzina,Sustantivo,docena,Español,,OK
dàrdanu,Sustantivo,frassino ornello (Fraxinus Ornus),Italiano,,OK
dàrdaru,Sustantivo,frassino ornello (Fraxinus Ornus),Italiano,,OK
dàttula,Sustantivo,dátil,Español,,OK
dèbbitu,Sustantivo,deuda,Español,,OK
dèbitu,Sustantivo,deuda,Español,,OK
dècatu,Sustantivo,"1. gruppo di dieci fili del telaio, 2. spago per annodare il filato, 3. modo, maniera",Italiano,,OK
dìndina,Sustantivo,liendre,Español,,OK
dòllaru,Sustantivo,dólar,Español,,OK
eculibbriu,Sustantivo,equilibrio,Español,,OK
eculibriu,Sustantivo,equilibrio,Español,,OK
edificiu,Sustantivo,edificio,Español,,OK
eggizzianu,Sustantivo,egipcio / idioma egipcio,Español,,OK
ekspresu,Sustantivo,langue ekspreso,Español,,OK
elementu,Sustantivo,elemento,Español,,OK
elettromagnetismu,Sustantivo,electromagnetismo,Español,,OK
eliu,Sustantivo,helio,Español,,OK
emilianu,Sustantivo,emiliano / dialecto emiliano,Español,,OK
enimma,Sustantivo,enigma,Español,,OK
enìgghima,Sustantivo,enigma,Español,,OK
equilibbriu,Sustantivo,equilibrio,Español,,OK
equilibriu,Sustantivo,equilibrio,Español,,OK
erbi,Sustantivo,"hierbas, yerbas",Español,,OK
eredi,Sustantivo,heredero,Español,,OK
eritera,Sustantivo,heredera,Español,,OK
ermisinu,Sustantivo,sábana de seda ligera,Español,,OK
erruri,Sustantivo,error,Español,,OK
ersianu,Sustantivo,idioma erzya,Español,,OK
ervi,Sustantivo,"hierbas, yerbas",Español,,OK
esalu,Sustantivo,"descanso, alivio",Español,,OK
esami,Sustantivo,examen,Español,,OK
esattizza,Sustantivo,exactitud,Español,,OK
esi esi,Sustantivo,"despacio, lentamente",Español,,OK
esirciziu,Sustantivo,ejercicio,Español,,OK
esircizziu,Sustantivo,ejercicio,Español,,OK
esperantu,Sustantivo,esperanto ''m'',Español,,OK
estru,Sustantivo,"frega della cagna, calore della cagna (ciclo estrale)",Italiano,,OK
esèrcitu,Sustantivo,ejército,Español,,OK
ewe,Sustantivo,idioma ewe,Español,,OK
faccera,Sustantivo,máscara,Español,,OK
faccicchia,Sustantivo,carita,Español,,OK
faccicutu,Sustantivo,faccione,Italiano,,OK
faccifarìa,Sustantivo,"hipocresía, simulación, simulacro",Español,,OK
faccifrunti,Sustantivo,careo,Español,,OK
facciprova,Sustantivo,confronto faccia a faccia,Italiano,,OK
facenna,Sustantivo,asunto (cosa para hacer),Español,,OK
facigghia,Sustantivo,"podadera, podón",Español,,OK
facigghiuni,Sustantivo,"tipo de hoz, tipo de falce",Español,,OK
faciola,Sustantivo,"frijol, judía, alubia",Español,,OK
facundia,Sustantivo,"facundia, elocuencia, elegancia en la forma de hablar",Español,,OK
facunnia,Sustantivo,"facundia, elocuencia, elegancia en la forma de hablar",Español,,OK
facurtati,Sustantivo,"facultad, universidad",Español,,OK
facurtà,Sustantivo,"facultad, universidad",Español,,OK
fadalata,Sustantivo,la cantidad que puede caber en un delantal,Español,,OK
fadetta,Sustantivo,"chaqueta para mujer, enaguas, falda",Español,,OK
fafa,Sustantivo,haba,Español,,OK
fafaiana,Sustantivo,vaina de haba,Español,,OK
fafajana,Sustantivo,vaina de haba,Español,,OK
fafeu,Sustantivo,tonto,Español,,OK
faguara,Sustantivo,"manantial, fuente",Español,,OK
faguri,Sustantivo,favor,Español,,OK
faidda,Sustantivo,chispa,Español,,OK
falangana,Sustantivo,palangana,Español,,OK
falletta,Sustantivo,"chaqueta para mujer, enaguas, falda",Español,,OK
falsìa,Sustantivo,"falsía, falsedad",Español,,OK
falta,Sustantivo,error,Español,,OK
falteri,Sustantivo,persona encargada de notar las personas ausentes al trabajo,Español,,OK
famigghia,Sustantivo,familia,Español,,OK
famiglia,Sustantivo,familia,Español,,OK
fana,Sustantivo,antorcha,Español,,OK
fancigliuni,Sustantivo,"tipo de hoz, tipo de falce",Español,,OK
fandonia,Sustantivo,mentira,Español,,OK
fanfonia,Sustantivo,mentira,Español,,OK
fanò,Sustantivo,antorcha,Español,,OK
faravecchia,Sustantivo,arveja (Vicia),Español,,OK
farcinisi,Sustantivo,hollín,Español,,OK
faretta,Sustantivo,"chaqueta para mujer, enaguas, falda",Español,,OK
farfantarìa,Sustantivo,mentira,Español,,OK
farfanti,Sustantivo,"1. canalla, 2. mentiroso, embustero",Español,,OK
farfaricchiu,Sustantivo,ragazzo vivace,Italiano,,OK
farginisi,Sustantivo,hollín,Español,,OK
farmacìa,Sustantivo,farmacia,Español,,OK
farragna,Sustantivo,mezcla de hierbas para el forraje,Español,,OK
farsìa,Sustantivo,"falsía, falsedad",Español,,OK
faruisi,Sustantivo,"faroés, feroés / idioma faroés, idioma feroés",Español,,OK
faràutu,Sustantivo,flauta,Español,,OK
fasanu,Sustantivo,faisán,Español,,OK
fascedda,Sustantivo,"pequeña cesta rotonda para hacer el queso ""ricotta""",Español,,OK
fasciddaru,Sustantivo,"1. apicultor, 2. colmena",Español,,OK
fasciddarìa,Sustantivo,colmena,Español,,OK
fasioni,Sustantivo,cortesía,Español,,OK
fasola,Sustantivo,"frijol, judía, alubia",Español,,OK
fassa,Sustantivo,paloma torcaz (Columba palumbus),Español,,OK
fastiddiu,Sustantivo,"fastidio, molestia, enojo",Español,,OK
fastidiu,Sustantivo,"fastidio, molestia, enojo",Español,,OK
fastuchera,Sustantivo,"cultivo de alfóncigos, plantación de alfónsigos",Español,,OK
fastìu,Sustantivo,"fastidio, molestia, enojo",Español,,OK
fataciumi,Sustantivo,encantamiento (magia),Español,,OK
fatetta,Sustantivo,"chaqueta para mujer, enaguas, falda",Español,,OK
faucidduni,Sustantivo,"tipo de hoz, tipo de falce",Español,,OK
faucigghia,Sustantivo,"podadera, podón",Español,,OK
faucigghiuni,Sustantivo,"tipo de hoz, tipo de falce",Español,,OK
