Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
ammazzacanari,Verbo,intonacare con calce grossolana e rottami di pietra,Italiano,"ammazzacanu, ammazzacanas, ammazzacana, ammazzacanamu, ammazzacanati, ammazzacananu, ammazzacanai, ammazzacanasti, ammazzacanau, ammazzacanàmuru, ammazzacanàstivu, ammazzacanàranu",OK
ammazzacani,Verbo,"1. piedra, 2. Cynanchum erectum (planta)",Español,,OK
ammazzarari,Verbo,mazzerare,Italiano,"ammazzaru, ammazzaras, ammazzara, ammazzaramu, ammazzarati, ammazzaranu, ammazzarai, ammazzarasti, ammazzarau, ammazzaràmuru, ammazzaràstivu, ammazzaràranu",OK
ammazzari,Verbo,"1. ammazzare (uccidere), 2. essere tra l'acerbo e il maturo, invaiolarsi dell'uva",Italiano,"ammazzu, ammazzas, ammazza, ammazzamu, ammazzati, ammazzanu, ammazzai, ammazzasti, ammazzau, ammazzàmuru, ammazzàstivu, ammazzàranu",OK
ammicciari,Verbo,pigliare la mira,Italiano,"ammicciu, ammiccias, ammiccia, ammicciamu, ammicciati, ammiccianu, ammicciai, ammicciasti, ammicciau, ammicciàmuru, ammicciàstivu, ammicciàranu",OK
ammilintari,Verbo,"millantare, millantarsi",Italiano,"ammilintu, ammilintas, ammilinta, ammilintamu, ammilintati, ammilintanu, ammilintai, ammilintasti, ammilintau, ammilintàmuru, ammilintàstivu, ammilintàranu",OK
amminchialiri,Verbo,istupidire,Italiano,"amminchialu, amminchiali, amminchiali, amminchialimu, amminchialiti, amminchialinu, amminchialii, amminchialisti, amminchialìu, amminchialìmuru, amminchialìstivu, amminchialìranu",OK
amminnaliri,Verbo,istupidire,Italiano,"amminnalu, amminnali, amminnali, amminnalimu, amminnaliti, amminnalinu, amminnalii, amminnalisti, amminnalìu, amminnalìmuru, amminnalìstivu, amminnalìranu",OK
ammintari,Verbo,inventar,Español,"ammintu, ammintas, amminta, ammintamu, ammintati, ammintanu, ammintai, ammintasti, ammintau, ammintàmuru, ammintàstivu, ammintàranu",OK
ammirari,Verbo,admirar,Español,"ammiru, ammiras, ammira, ammiramu, ammirati, ammiranu, ammirai, ammirasti, ammirau, ammiràmuru, ammiràstivu, ammiràranu",OK
ammiritari,Verbo,"remunerare (ricompensare, rimeritare)",Italiano,"ammiritu, ammiritas, ammirita, ammiritamu, ammiritati, ammiritanu, ammiritai, ammiritasti, ammiritau, ammiritàmuru, ammiritàstivu, ammiritàranu",OK
ammiscari,Verbo,mezclar,Español,"ammiscu, ammiscas, ammisca, ammiscamu, ammiscati, ammiscanu, ammiscai, ammiscasti, ammiscau, ammiscàmuru, ammiscàstivu, ammiscàranu",OK
ammizziari,Verbo,dimezzare (dividere in due),Italiano,"ammizziu, ammizzias, ammizzia, ammizziamu, ammizziati, ammizzianu, ammizziai, ammizziasti, ammizziau, ammizziàmuru, ammizziàstivu, ammizziàranu",OK
ammucatu,Verbo,"mohoso, enmohecido",Español,,OK
ammuccari,Verbo,imboccare,Italiano,"ammuccu, ammuccas, ammucca, ammuccamu, ammuccati, ammuccanu, ammuccai, ammuccasti, ammuccau, ammuccàmuru, ammuccàstivu, ammuccàranu",OK
ammucciari,Verbo,esconder,Español,"ammucciu, ammuccias, ammuccia, ammucciamu, ammucciati, ammuccianu, ammucciai, ammucciasti, ammucciau, ammucciàmuru, ammucciàstivu, ammucciàranu",OK
ammucciatu,Verbo,escondido,Español,,OK
ammucciàrisi,Verbo,esconderse,Español,,OK
ammuddiscari,Verbo,avvizzire,Italiano,"ammuddiscu, ammuddiscas, ammuddisca, ammuddiscamu, ammuddiscati, ammuddiscanu, ammuddiscai, ammuddiscasti, ammuddiscau, ammuddiscàmuru, ammuddiscàstivu, ammuddiscàranu",OK
ammuffari,Verbo,"ammuffire, ammuffare",Italiano,"ammuffu, ammuffas, ammuffa, ammuffamu, ammuffati, ammuffanu, ammuffai, ammuffasti, ammuffau, ammuffàmuru, ammuffàstivu, ammuffàranu",OK
ammuffatu,Verbo,"mohoso, enmohecido",Español,,OK
ammugghiari,Verbo,envolver,Español,"ammugghiu, ammugghias, ammugghia, ammugghiamu, ammugghiati, ammugghianu, ammugghiai, ammugghiasti, ammugghiau, ammugghiàmuru, ammugghiàstivu, ammugghiàranu",OK
ammulari,Verbo,amolar,Español,"ammulu, ammulas, ammula, ammulamu, ammulati, ammulanu, ammulai, ammulasti, ammulau, ammulàmuru, ammulàstivu, ammulàranu",OK
ammuntunari,Verbo,"ammassare, ammonticchiare",Italiano,"ammuntunu, ammuntunas, ammuntuna, ammuntunamu, ammuntunati, ammuntunanu, ammuntunai, ammuntunasti, ammuntunau, ammuntunàmuru, ammuntunàstivu, ammuntunàranu",OK
ammunziddari,Verbo,"ammonticchiare, ammucchiare, accumulare",Italiano,"ammunziddu, ammunziddas, ammunzidda, ammunziddamu, ammunziddati, ammunziddanu, ammunziddai, ammunziddasti, ammunziddau, ammunziddàmuru, ammunziddàstivu, ammunziddàranu",OK
ammuragghiari,Verbo,ammassare sassi,Italiano,"ammuragghiu, ammuragghias, ammuragghia, ammuragghiamu, ammuragghiati, ammuragghianu, ammuragghiai, ammuragghiasti, ammuragghiau, ammuragghiàmuru, ammuragghiàstivu, ammuragghiàranu",OK
ammurgari,Verbo,ungere con morchia,Italiano,"ammurgu, ammurgas, ammurga, ammurgamu, ammurgati, ammurganu, ammurgai, ammurgasti, ammurgau, ammurgàmuru, ammurgàstivu, ammurgàranu",OK
ammursari,Verbo,far colazione,Italiano,"ammursu, ammursas, ammursa, ammursamu, ammursati, ammursanu, ammursai, ammursasti, ammursau, ammursàmuru, ammursàstivu, ammursàranu",OK
ammusciari,Verbo,diventare floscio,Italiano,"ammusciu, ammuscias, ammuscia, ammusciamu, ammusciati, ammuscianu, ammusciai, ammusciasti, ammusciau, ammusciàmuru, ammusciàstivu, ammusciàranu",OK
ammussari,Verbo,"crucciarsi, ingrugnare",Italiano,"ammussu, ammussas, ammussa, ammussamu, ammussati, ammussanu, ammussai, ammussasti, ammussau, ammussàmuru, ammussàstivu, ammussàranu",OK
ammustrari,Verbo,mostrar,Español,"ammustru, ammustras, ammustra, ammustramu, ammustrati, ammustranu, ammustrai, ammustrasti, ammustrau, ammustràmuru, ammustràstivu, ammustràranu",OK
ammuttari,Verbo,spingere avanti,Italiano,"ammuttu, ammuttas, ammutta, ammuttamu, ammuttati, ammuttanu, ammuttai, ammuttasti, ammuttau, ammuttàmuru, ammuttàstivu, ammuttàranu",OK
anfari,Verbo,abbronzare (per il sole e per il fuoco),Italiano,"anfu, anfas, anfa, anfamu, anfati, anfanu, anfai, anfasti, anfau, anfàmuru, anfàstivu, anfàranu",OK
animatu,Verbo,animado,Español,,OK
annacari,Verbo,"1. cullare, 2. sbrigarsi (fare in fretta)",Italiano,"annacu, annacas, annaca, annacamu, annacati, annacanu, annacai, annacasti, annacau, annacàmuru, annacàstivu, annacàranu",OK
annarbari,Verbo,amanecer,Español,"annarbu, annarbas, annarba, annarbamu, annarbati, annarbanu, annarbai, annarbasti, annarbau, annarbàmuru, annarbàstivu, annarbàranu",OK
annarcari,Verbo,"1. inarcare (incurvare ad arco), 2. impennare",Italiano,"annarcu, annarcas, annarca, annarcamu, annarcati, annarcanu, annarcai, annarcasti, annarcau, annarcàmuru, annarcàstivu, annarcàranu",OK
annari,Verbo,andare,Italiano,"annu, annas, anna, annamu, annati, annanu, annai, annasti, annau, annàmuru, annàstivu, annàranu",OK
annarmaliri,Verbo,"1. imbestialire, 2. sbalordire",Italiano,"annarmalu, annarmali, annarmali, annarmalimu, annarmaliti, annarmalinu, annarmalii, annarmalisti, annarmalìu, annarmalìmuru, annarmalìstivu, annarmalìranu",OK
annarvuliari,Verbo,inalberarsi,Italiano,"annarvuliu, annarvulias, annarvulia, annarvuliamu, annarvuliati, annarvulianu, annarvuliai, annarvuliasti, annarvuliau, annarvuliàmuru, annarvuliàstivu, annarvuliàranu",OK
annasari,Verbo,prendere la mira,Italiano,"annasu, annasas, annasa, annasamu, annasati, annasanu, annasai, annasasti, annasau, annasàmuru, annasàstivu, annasàranu",OK
annastracari,Verbo,terrazzare,Italiano,"annastracu, annastracas, annastraca, annastracamu, annastracati, annastracanu, annastracai, annastracasti, annastracau, annastracàmuru, annastracàstivu, annastracàranu",OK
annatura,Verbo,manera de caminar,Español,,OK
annauliari,Verbo,dare l'unzione degli infermi,Italiano,"annauliu, annaulias, annaulia, annauliamu, annauliati, annaulianu, annauliai, annauliasti, annauliau, annauliàmuru, annauliàstivu, annauliàranu",OK
annaurari,Verbo,"indorare, dorare",Italiano,"annauru, annauras, annaura, annauramu, annaurati, annauranu, annaurai, annaurasti, annaurau, annauràmuru, annauràstivu, annauràranu",OK
annausari,Verbo,innalzare,Italiano,"annausu, annausas, annausa, annausamu, annausati, annausanu, annausai, annausasti, annausau, annausàmuru, annausàstivu, annausàranu",OK
annett'aci,Verbo,"vaciador de fosa séptica, vaciador de pozo séptico",Español,,OK
annettaci,Verbo,"vaciador de fosa séptica, vaciador de pozo séptico",Español,,OK
anniccari,Verbo,"resistere, essere contumace",Italiano,"anniccu, anniccas, annicca, anniccamu, anniccati, anniccanu, anniccai, anniccasti, anniccau, anniccàmuru, anniccàstivu, anniccàranu",OK
annicchiari,Verbo,imprimere durevolmente nella memoria,Italiano,"annicchiu, annicchias, annicchia, annicchiamu, annicchiati, annicchianu, annicchiai, annicchiasti, annicchiau, annicchiàmuru, annicchiàstivu, annicchiàranu",OK
annigari,Verbo,ahogar (en el agua),Español,"annigu, annigas, anniga, annigamu, annigati, anniganu, annigai, annigasti, annigau, annigàmuru, annigàstivu, annigàranu",OK
annigghiatu,Verbo,"nubloso, nublado",Español,,OK
annigliatu,Verbo,"nubloso, nublado",Español,,OK
annijari,Verbo,ahogar (en el agua),Español,"anniju, annijas, annija, annijamu, annijati, annijanu, annijai, annijasti, annijau, annijàmuru, annijàstivu, annijàranu",OK
anniminagghia,Verbo,"adivinanza, acertijo",Español,,OK
anninnuliari,Verbo,cantare la ninna nanna,Italiano,"anninnuliu, anninnulias, anninnulia, anninnuliamu, anninnuliati, anninnulianu, anninnuliai, anninnuliasti, anninnuliau, anninnuliàmuru, anninnuliàstivu, anninnuliàranu",OK
annirvari,Verbo,stare ritto,Italiano,"annirvu, annirvas, annirva, annirvamu, annirvati, annirvanu, annirvai, annirvasti, annirvau, annirvàmuru, annirvàstivu, annirvàranu",OK
annivìsciri,Verbo,"volver a vivir, resucitar",Español,"annivìscu, annivìsci, annivìsci, annivìscimu, annivìsciti, annivìscinu, annivìscii, annivìscisti, annivìscìu, annivìscìmuru, annivìscìstivu, annivìscìranu",OK
annugghiari,Verbo,seminare senza fare la maggese,Italiano,"annugghiu, annugghias, annugghia, annugghiamu, annugghiati, annugghianu, annugghiai, annugghiasti, annugghiau, annugghiàmuru, annugghiàstivu, annugghiàranu",OK
annuiari,Verbo,aburrir,Español,"annuiu, annuias, annuia, annuiamu, annuiati, annuianu, annuiai, annuiasti, annuiau, annuiàmuru, annuiàstivu, annuiàranu",OK
annujari,Verbo,aburrir,Español,"annuju, annujas, annuja, annujamu, annujati, annujanu, annujai, annujasti, annujau, annujàmuru, annujàstivu, annujàranu",OK
annunzari,Verbo,anunciar,Español,"annunzu, annunzas, annunza, annunzamu, annunzati, annunzanu, annunzai, annunzasti, annunzau, annunzàmuru, annunzàstivu, annunzàranu",OK
annunziari,Verbo,anunciar,Español,"annunziu, annunzias, annunzia, annunziamu, annunziati, annunzianu, annunziai, annunziasti, annunziau, annunziàmuru, annunziàstivu, annunziàranu",OK
annurari,Verbo,"durar, tardar",Español,"annuru, annuras, annura, annuramu, annurati, annuranu, annurai, annurasti, annurau, annuràmuru, annuràstivu, annuràranu",OK
annurgiari,Verbo,dare l'orzo agli animali,Italiano,"annurgiu, annurgias, annurgia, annurgiamu, annurgiati, annurgianu, annurgiai, annurgiasti, annurgiau, annurgiàmuru, annurgiàstivu, annurgiàranu",OK
ansari,Verbo,conservare (Sutera),Italiano,"ansu, ansas, ansa, ansamu, ansati, ansanu, ansai, ansasti, ansau, ansàmuru, ansàstivu, ansàranu",OK
antrasatta,Verbo,"de improviso, de repente",Español,,OK
anuratu,Verbo,"honorado, honrado,",Español,,OK
anzari,Verbo,"fare la prima aratura dopo l'estate (Sutera), arare",Italiano,"anzu, anzas, anza, anzamu, anzati, anzanu, anzai, anzasti, anzau, anzàmuru, anzàstivu, anzàranu",OK
appagnari,Verbo,adombrarsi (spaventarsi),Italiano,"appagnu, appagnas, appagna, appagnamu, appagnati, appagnanu, appagnai, appagnasti, appagnau, appagnàmuru, appagnàstivu, appagnàranu",OK
appaidari,Verbo,digerir,Español,"appaidu, appaidas, appaida, appaidamu, appaidati, appaidanu, appaidai, appaidasti, appaidau, appaidàmuru, appaidàstivu, appaidàranu",OK
apparagghiari,Verbo,uguagliare,Italiano,"apparagghiu, apparagghias, apparagghia, apparagghiamu, apparagghiati, apparagghianu, apparagghiai, apparagghiasti, apparagghiau, apparagghiàmuru, apparagghiàstivu, apparagghiàranu",OK
apparanzari,Verbo,uguagliare,Italiano,"apparanzu, apparanzas, apparanza, apparanzamu, apparanzati, apparanzanu, apparanzai, apparanzasti, apparanzau, apparanzàmuru, apparanzàstivu, apparanzàranu",OK
apparecchiu,Verbo,"avión, aeroplano",Español,,OK
appattari,Verbo,"pareggiare, confrontare",Italiano,"appattu, appattas, appatta, appattamu, appattati, appattanu, appattai, appattasti, appattau, appattàmuru, appattàstivu, appattàranu",OK
appiddari,Verbo,fare l'appello,Italiano,"appiddu, appiddas, appidda, appiddamu, appiddati, appiddanu, appiddai, appiddasti, appiddau, appiddàmuru, appiddàstivu, appiddàranu",OK
appigghiari,Verbo,attecchire (mettere le radici),Italiano,"appigghiu, appigghias, appigghia, appigghiamu, appigghiati, appigghianu, appigghiai, appigghiasti, appigghiau, appigghiàmuru, appigghiàstivu, appigghiàranu",OK
appigghiu,Verbo,"1. asa, 2. pretesto",Español,,OK
appirsunari,Verbo,arrivare al totale sviluppo della persona,Italiano,"appirsunu, appirsunas, appirsuna, appirsunamu, appirsunati, appirsunanu, appirsunai, appirsunasti, appirsunau, appirsunàmuru, appirsunàstivu, appirsunàranu",OK
appittimari,Verbo,diventare importuno,Italiano,"appittimu, appittimas, appittima, appittimamu, appittimati, appittimanu, appittimai, appittimasti, appittimau, appittimàmuru, appittimàstivu, appittimàranu",OK
appiuncari,Verbo,"essere soggetto facilmente a infermità, essere cagionevole",Italiano,"appiuncu, appiuncas, appiunca, appiuncamu, appiuncati, appiuncanu, appiuncai, appiuncasti, appiuncau, appiuncàmuru, appiuncàstivu, appiuncàranu",OK
appizzari,Verbo,appendere,Italiano,"appizzu, appizzas, appizza, appizzamu, appizzati, appizzanu, appizzai, appizzasti, appizzau, appizzàmuru, appizzàstivu, appizzàranu",OK
apprisintari,Verbo,presentar,Español,"apprisintu, apprisintas, apprisinta, apprisintamu, apprisintati, apprisintanu, apprisintai, apprisintasti, apprisintau, apprisintàmuru, apprisintàstivu, apprisintàranu",OK
apprisintàrisi,Verbo,presentarse,Español,,OK
apprittari,Verbo,"1. stringere, 2. pressare, infastidire",Italiano,"apprittu, apprittas, appritta, apprittamu, apprittati, apprittanu, apprittai, apprittasti, apprittau, apprittàmuru, apprittàstivu, apprittàranu",OK
apprufittari,Verbo,approfittare,Italiano,"apprufittu, apprufittas, apprufitta, apprufittamu, apprufittati, apprufittanu, apprufittai, apprufittasti, apprufittau, apprufittàmuru, apprufittàstivu, apprufittàranu",OK
appruntari,Verbo,preparar,Español,"appruntu, appruntas, apprunta, appruntamu, appruntati, appruntanu, appruntai, appruntasti, appruntau, appruntàmuru, appruntàstivu, appruntàranu",OK
appruvicciari,Verbo,"avvantaggiarsi, approfittare",Italiano,"appruvicciu, appruviccias, appruviccia, appruvicciamu, appruvicciati, appruviccianu, appruvicciai, appruvicciasti, appruvicciau, appruvicciàmuru, appruvicciàstivu, appruvicciàranu",OK
appruvinzari,Verbo,"bruciare, inaridire (detto di piante)",Italiano,"appruvinzu, appruvinzas, appruvinza, appruvinzamu, appruvinzati, appruvinzanu, appruvinzai, appruvinzasti, appruvinzau, appruvinzàmuru, appruvinzàstivu, appruvinzàranu",OK
appunzunari,Verbo,"envenenar, emponzoñar",Español,"appunzunu, appunzunas, appunzuna, appunzunamu, appunzunati, appunzunanu, appunzunai, appunzunasti, appunzunau, appunzunàmuru, appunzunàstivu, appunzunàranu",OK
appurari,Verbo,"indagare, cercare di sapere",Italiano,"appuru, appuras, appura, appuramu, appurati, appuranu, appurai, appurasti, appurau, appuràmuru, appuràstivu, appuràranu",OK
appurpari,Verbo,ghermire (afferrare con gli artigli),Italiano,"appurpu, appurpas, appurpa, appurpamu, appurpati, appurpanu, appurpai, appurpasti, appurpau, appurpàmuru, appurpàstivu, appurpàranu",OK
appuzzari,Verbo,immergere,Italiano,"appuzzu, appuzzas, appuzza, appuzzamu, appuzzati, appuzzanu, appuzzai, appuzzasti, appuzzau, appuzzàmuru, appuzzàstivu, appuzzàranu",OK
appuzzunari,Verbo,"appuzzare (rendere puzzolente, infettare)",Italiano,"appuzzunu, appuzzunas, appuzzuna, appuzzunamu, appuzzunati, appuzzunanu, appuzzunai, appuzzunasti, appuzzunau, appuzzunàmuru, appuzzunàstivu, appuzzunàranu",OK
apriri,Verbo,abrir,Español,"apru, apri, apri, aprimu, apriti, aprinu, aprii, apristi, aprìu, aprìmuru, aprìstivu, aprìranu",OK
aprutu,Verbo,abierto,Español,,OK
arbitriari,Verbo,lavorare o far lavorare,Italiano,"arbitriu, arbitrias, arbitria, arbitriamu, arbitriati, arbitrianu, arbitriai, arbitriasti, arbitriau, arbitriàmuru, arbitriàstivu, arbitriàranu",OK
arbìsciri,Verbo,amanecer,Español,"arbìscu, arbìsci, arbìsci, arbìscimu, arbìsciti, arbìscinu, arbìscii, arbìscisti, arbìscìu, arbìscìmuru, arbìscìstivu, arbìscìranu",OK
archiari,Verbo,"disegnare, costruire ad arco, fare archi",Italiano,"archiu, archias, archia, archiamu, archiati, archianu, archiai, archiasti, archiau, archiàmuru, archiàstivu, archiàranu",OK
arciunari,Verbo,affaccendarsi per trovare una sistemazione,Italiano,"arciunu, arciunas, arciuna, arciunamu, arciunati, arciunanu, arciunai, arciunasti, arciunau, arciunàmuru, arciunàstivu, arciunàranu",OK
ardiculiari,Verbo,prudere,Italiano,"ardiculiu, ardiculias, ardiculia, ardiculiamu, ardiculiati, ardiculianu, ardiculiai, ardiculiasti, ardiculiau, ardiculiàmuru, ardiculiàstivu, ardiculiàranu",OK
arraccamari,Verbo,bordar,Español,"arraccamu, arraccamas, arraccama, arraccamamu, arraccamati, arraccamanu, arraccamai, arraccamasti, arraccamau, arraccamàmuru, arraccamàstivu, arraccamàranu",OK
arraggiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,"arraggiunu, arraggiunas, arraggiuna, arraggiunamu, arraggiunati, arraggiunanu, arraggiunai, arraggiunasti, arraggiunau, arraggiunàmuru, arraggiunàstivu, arraggiunàranu",OK
arraggiàrisi,Verbo,arabiarse,Español,,OK
arragiunari,Verbo,"razonar (usar la mente), pensar, reflexionar",Español,"arragiunu, arragiunas, arragiuna, arragiunamu, arragiunati, arragiunanu, arragiunai, arragiunasti, arragiunau, arragiunàmuru, arragiunàstivu, arragiunàranu",OK
arrascatina,Verbo,"raspadura, abrasión",Español,,OK
arrialari,Verbo,regalar,Español,"arrialu, arrialas, arriala, arrialamu, arrialati, arrialanu, arrialai, arrialasti, arrialau, arrialàmuru, arrialàstivu, arrialàranu",OK
arrialatu,Verbo,regalado,Español,,OK
arricanùsciri,Verbo,reconocer,Español,"arricanùscu, arricanùsci, arricanùsci, arricanùscimu, arricanùsciti, arricanùscinu, arricanùscii, arricanùscisti, arricanùscìu, arricanùscìmuru, arricanùscìstivu, arricanùscìranu",OK
arricurdari,Verbo,recordar,Español,"arricurdu, arricurdas, arricurda, arricurdamu, arricurdati, arricurdanu, arricurdai, arricurdasti, arricurdau, arricurdàmuru, arricurdàstivu, arricurdàranu",OK
arricurdàrisi,Verbo,accordarse,Español,,OK
arrifardiari,Verbo,traicionar,Español,"arrifardiu, arrifardias, arrifardia, arrifardiamu, arrifardiati, arrifardianu, arrifardiai, arrifardiasti, arrifardiau, arrifardiàmuru, arrifardiàstivu, arrifardiàranu",OK
arrigalari,Verbo,regalar,Español,"arrigalu, arrigalas, arrigala, arrigalamu, arrigalati, arrigalanu, arrigalai, arrigalasti, arrigalau, arrigalàmuru, arrigalàstivu, arrigalàranu",OK
arrigalatu,Verbo,regalado,Español,,OK
arriguardari,Verbo,"concernir, atañer",Español,"arriguardu, arriguardas, arriguarda, arriguardamu, arriguardati, arriguardanu, arriguardai, arriguardasti, arriguardau, arriguardàmuru, arriguardàstivu, arriguardàranu",OK
arrijalari,Verbo,regalar,Español,"arrijalu, arrijalas, arrijala, arrijalamu, arrijalati, arrijalanu, arrijalai, arrijalasti, arrijalau, arrijalàmuru, arrijalàstivu, arrijalàranu",OK
arrijalatu,Verbo,regalado,Español,,OK
arrinisciri,Verbo,conseguir,Español,"arriniscu, arrinisci, arrinisci, arriniscimu, arrinisciti, arriniscinu, arriniscii, arriniscisti, arriniscìu, arriniscìmuru, arriniscìstivu, arriniscìranu",OK
arrinèsciri,Verbo,conseguir,Español,"arrinèscu, arrinèsci, arrinèsci, arrinèscimu, arrinèsciti, arrinèscinu, arrinèscii, arrinèscisti, arrinèscìu, arrinèscìmuru, arrinèscìstivu, arrinèscìranu",OK
arripètiri,Verbo,repetir,Español,"arripètu, arripèti, arripèti, arripètimu, arripètiti, arripètinu, arripètii, arripètisti, arripètìu, arripètìmuru, arripètìstivu, arripètìranu",OK
arrisbigghiata,Verbo,despertar,Español,,OK
arrisbigghiatu,Verbo,despierto,Español,,OK
arrisbigliata,Verbo,despertar,Español,,OK
arrisbigliatu,Verbo,despierto,Español,,OK
arrisicari,Verbo,ariesgar,Español,"arrisicu, arrisicas, arrisica, arrisicamu, arrisicati, arrisicanu, arrisicai, arrisicasti, arrisicau, arrisicàmuru, arrisicàstivu, arrisicàranu",OK
arrispùnniri,Verbo,contestar,Español,"arrispùnnu, arrispùnni, arrispùnni, arrispùnnimu, arrispùnniti, arrispùnninu, arrispùnnii, arrispùnnisti, arrispùnnìu, arrispùnnìmuru, arrispùnnìstivu, arrispùnnìranu",OK
arristatu,Verbo,"quedado, permanecido",Español,,OK
arrisvigghiata,Verbo,despertar,Español,,OK
arrisvigghiatu,Verbo,despierto,Español,,OK
arrivardari,Verbo,"concernir, atañer",Español,"arrivardu, arrivardas, arrivarda, arrivardamu, arrivardati, arrivardanu, arrivardai, arrivardasti, arrivardau, arrivardàmuru, arrivardàstivu, arrivardàranu",OK
arrivari,Verbo,llegar,Español,"arrivu, arrivas, arriva, arrivamu, arrivati, arrivanu, arrivai, arrivasti, arrivau, arrivàmuru, arrivàstivu, arrivàranu",OK
arrivugghiutu,Verbo,hervido otra vez,Español,,OK
arrivulatu,Verbo,rebotado,Español,,OK
arrivìsciri,Verbo,"volver a vivir, resucitar",Español,"arrivìscu, arrivìsci, arrivìsci, arrivìscimu, arrivìsciti, arrivìscinu, arrivìscii, arrivìscisti, arrivìscìu, arrivìscìmuru, arrivìscìstivu, arrivìscìranu",OK
arrivùgghiri,Verbo,hervir otra vez,Español,"arrivùgghu, arrivùgghi, arrivùgghi, arrivùgghimu, arrivùgghiti, arrivùgghinu, arrivùgghii, arrivùgghisti, arrivùgghìu, arrivùgghìmuru, arrivùgghìstivu, arrivùgghìranu",OK
arrizziccari,Verbo,ariesgar,Español,"arrizziccu, arrizziccas, arrizzicca, arrizziccamu, arrizziccati, arrizziccanu, arrizziccai, arrizziccasti, arrizziccau, arrizziccàmuru, arrizziccàstivu, arrizziccàranu",OK
arrozzulabaddi,Verbo,escarabajo pelotero,Español,,OK
arrubari,Verbo,robar,Español,"arrubu, arrubas, arruba, arrubamu, arrubati, arrubanu, arrubai, arrubasti, arrubau, arrubàmuru, arrubàstivu, arrubàranu",OK
arrubbari,Verbo,robar,Español,"arrubbu, arrubbas, arrubba, arrubbamu, arrubbati, arrubbanu, arrubbai, arrubbasti, arrubbau, arrubbàmuru, arrubbàstivu, arrubbàranu",OK
arruppari,Verbo,anudar,Español,"arruppu, arruppas, arruppa, arruppamu, arruppati, arruppanu, arruppai, arruppasti, arruppau, arruppàmuru, arruppàstivu, arruppàranu",OK
arruppuliari,Verbo,anudar,Español,"arruppuliu, arruppulias, arruppulia, arruppuliamu, arruppuliati, arruppulianu, arruppuliai, arruppuliasti, arruppuliau, arruppuliàmuru, arruppuliàstivu, arruppuliàranu",OK
arrupètiri,Verbo,repetir,Español,"arrupètu, arrupèti, arrupèti, arrupètimu, arrupètiti, arrupètinu, arrupètii, arrupètisti, arrupètìu, arrupètìmuru, arrupètìstivu, arrupètìranu",OK
arrusbigghiata,Verbo,despertar,Español,,OK
arrusbigghiatu,Verbo,despierto,Español,,OK
arrusicari,Verbo,roer,Español,"arrusicu, arrusicas, arrusica, arrusicamu, arrusicati, arrusicanu, arrusicai, arrusicasti, arrusicau, arrusicàmuru, arrusicàstivu, arrusicàranu",OK
arruvari,Verbo,llegar,Español,"arruvu, arruvas, arruva, arruvamu, arruvati, arruvanu, arruvai, arruvasti, arruvau, arruvàmuru, arruvàstivu, arruvàranu",OK
arrìdiri,Verbo,"1. reírse, reír, 2. sonreír",Español,"arrìdu, arrìdi, arrìdi, arrìdimu, arrìditi, arrìdinu, arrìdii, arrìdisti, arrìdìu, arrìdìmuru, arrìdìstivu, arrìdìranu",OK
arziari,Verbo,"bruciare, detto di ferita o della lingua",Italiano,"arziu, arzias, arzia, arziamu, arziati, arzianu, arziai, arziasti, arziau, arziàmuru, arziàstivu, arziàranu",OK
arziddari,Verbo,scalciare con le zampe posteriori,Italiano,"arziddu, arziddas, arzidda, arziddamu, arziddati, arziddanu, arziddai, arziddasti, arziddau, arziddàmuru, arziddàstivu, arziddàranu",OK
asaminari,Verbo,examinar,Español,"asaminu, asaminas, asamina, asaminamu, asaminati, asaminanu, asaminai, asaminasti, asaminau, asaminàmuru, asaminàstivu, asaminàranu",OK
ascari,Verbo,spaccare,Italiano,"ascu, ascas, asca, ascamu, ascati, ascanu, ascai, ascasti, ascau, ascàmuru, ascàstivu, ascàranu",OK
asciluccari,Verbo,"sentirsi fiacco a causa dello scirocco, guastarsi",Italiano,"asciluccu, asciluccas, ascilucca, asciluccamu, asciluccati, asciluccanu, asciluccai, asciluccasti, asciluccau, asciluccàmuru, asciluccàstivu, asciluccàranu",OK
asciucari,Verbo,"enjugar, secar",Español,"asciucu, asciucas, asciuca, asciucamu, asciucati, asciucanu, asciucai, asciucasti, asciucau, asciucàmuru, asciucàstivu, asciucàranu",OK
asciugari,Verbo,"enjugar, secar",Español,"asciugu, asciugas, asciuga, asciugamu, asciugati, asciuganu, asciugai, asciugasti, asciugau, asciugàmuru, asciugàstivu, asciugàranu",OK
ascutari,Verbo,escuchar,Español,"ascutu, ascutas, ascuta, ascutamu, ascutati, ascutanu, ascutai, ascutasti, ascutau, ascutàmuru, ascutàstivu, ascutàranu",OK
ascèdiri,Verbo,odiare,Italiano,"ascèdu, ascèdi, ascèdi, ascèdimu, ascèditi, ascèdinu, ascèdii, ascèdisti, ascèdìu, ascèdìmuru, ascèdìstivu, ascèdìranu",OK
asiniari,Verbo,beffare,Italiano,"asiniu, asinias, asinia, asiniamu, asiniati, asinianu, asiniai, asiniasti, asiniau, asiniàmuru, asiniàstivu, asiniàranu",OK
