Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
bona notti,Pronombre,buenas noches,Español,,OK
bona nova,Pronombre,"buena nueva, buena noticia",Español,,OK
bona sira,Pronombre,"buenas noches, buenas tardes",Español,,OK
bonanova,Pronombre,"buena nueva, buena noticia",Español,,OK
bongionnu,Pronombre,buenos días,Español,,OK
bongiornu,Pronombre,buenos días,Español,,OK
bonjornu,Pronombre,buenos días,Español,,OK
boscu,Pronombre,bosque,Español,,OK
botti,Pronombre,"infiammazione alle tonsille, che rende difficile l'inghiottire",Italiano,,OK
bozza,Pronombre,"vaso, ove tenere vino o acqua in ghiaccio / vescica che hanno i polli sotto il collo, dove si ferma il cibo inghiottito, gozzo",Italiano,,OK
braber,Pronombre,Tamazight del Marruecos central,Español,,OK
braccami,Pronombre,"polloni, rocchi di tronchi tagliati per ardere",Italiano,,OK
braccoccu,Pronombre,albaricoque,Español,,OK
bramoria,Pronombre,deseo intenso,Español,,OK
brascu,Pronombre,cavolo comune (Brassica oleracea),Italiano,,OK
bratta,Pronombre,cucaracha,Español,,OK
brattarìa,Pronombre,"1. verbasco (Verbascum blattaria), 2. gordolobo (Verbascum thapsus)",Español,,OK
brattu,Pronombre,cucaracha,Español,,OK
bremi,Pronombre,cordicelle per attaccare le paromelle alle reti,Italiano,,OK
bricu,Pronombre,beccuccio,Italiano,,OK
broccia,Pronombre,"1. horquilla, 2. tenedor",Español,,OK
brogna,Pronombre,"""tritone"" (gran molusco cuya concha cónica está usada como trompa)",Español,,OK
bromu,Pronombre,medusa,Español,,OK
broscia,Pronombre,"spazio tra solco e solco, nel quale si gettano e si ricoprono i semi",Italiano,,OK
bruca,Pronombre,tamarisco (Tamarix gallica),Español,,OK
bruccheri,Pronombre,piccola rotella,Italiano,,OK
brucchia,Pronombre,"brote, yema, capullo",Español,,OK
brucculuni,Pronombre,grande bernoccolo,Italiano,,OK
bruddu,Pronombre,alegría,Español,,OK
brugghiu,Pronombre,alegría,Español,,OK
brusca,Pronombre,pincel para blanquear las paredes,Español,,OK
bruscia,Pronombre,pincel para blanquear las paredes,Español,,OK
bruzza,Pronombre,minuzzolo di legno,Italiano,,OK
brèmu,Pronombre,lima,Italiano,,OK
brùfulu,Pronombre,"grano, barro",Español,,OK
buatta,Pronombre,lata (de atún o de tomates),Español,,OK
bucca,Pronombre,boca,Español,,OK
bucchi,Pronombre,bocas,Español,,OK
buccirìa,Pronombre,carnicería,Español,,OK
buccularu,Pronombre,papada,Español,,OK
buccuni,Pronombre,bocado,Español,,OK
bucecia,Pronombre,gallina,Italiano,,OK
bucieci,Pronombre,gallina,Italiano,,OK
buffetta,Pronombre,mesa ocasional,Español,,OK
buffittuni,Pronombre,"bofetada, torta",Español,,OK
buffulata,Pronombre,"bofetada, torta",Español,,OK
buffuluni,Pronombre,"bofetada, torta /",Español,,OK
bugghiu,Pronombre,"trigone (Dasyatis pastinaca), pastinaca comune (pesce simile alla raia)",Italiano,,OK
buiana,Pronombre,prostituta,Español,,OK
bujana,Pronombre,prostituta,Español,,OK
bulantinu,Pronombre,hilo de pesca (dejado por la noche),Español,,OK
buleu,Pronombre,trottola,Italiano,,OK
bullantinu,Pronombre,hilo de pesca (dejado por la noche),Español,,OK
bullintinu,Pronombre,hilo de pesca (dejado por la noche),Español,,OK
bulluni,Pronombre,bulón,Español,,OK
burcheri,Pronombre,piccola rotella,Italiano,,OK
burduni,Pronombre,grossa trave portante,Italiano,,OK
burgiu,Pronombre,"gavilla, haz, montón de heno",Español,,OK
buridda,Pronombre,odore di ranno che esala dai panni,Italiano,,OK
buriddu,Pronombre,mal olor (de comida cortada),Español,,OK
burru,Pronombre,mantequilla,Español,,OK
busa,Pronombre,cernícalo (Buteo buteo) /,Español,,OK
buscia,Pronombre,gallina ciuffuta,Italiano,,OK
busciu,Pronombre,boj común (Buxus sempervirens),Español,,OK
busciularu,Pronombre,papada,Español,,OK
busolu,Pronombre,alféizar (de ventana),Español,,OK
busunagghia,Pronombre,carne di infima qualità del tonno,Italiano,,OK
busunettu,Pronombre,"1. pietra per fabbricare 2. strumento chirurgico che ha in cima una pallatola, ramaiuolo",Italiano,,OK
butrognu,Pronombre,enfiatura,Italiano,,OK
buttuni,Pronombre,butón,Español,,OK
buzzolu,Pronombre,alféizar (de ventana),Español,,OK
bàcara,Pronombre,"piccolo boccale, piccolo vaso di terracotta",Italiano,,OK
bàlacu,Pronombre,"alelí (Cheiranthus cheiri, Erysimum cheiri), alhelí dorado, alhelí amarillo",Español,,OK
bàlicu,Pronombre,"alelí (Cheiranthus cheiri, Erysimum cheiri), alhelí dorado, alhelí amarillo",Español,,OK
bàrrula,Pronombre,malattia che produce vermi tra carne e pelle,Italiano,,OK
bèrtuli,Pronombre,alforjas,Español,,OK
bèttuli,Pronombre,alforjas,Español,,OK
bìculi bàculi,Pronombre,percosse,Italiano,,OK
bìsula,Pronombre,piccola pietra per il gioco fanciullesco dei cinque sassi,Italiano,,OK
bòddaru,Pronombre,"hinchazón irritante, tumefacción",Español,,OK
bòffula,Pronombre,"bofetada, torta",Español,,OK
bòira,Pronombre,viento del Norte,Español,,OK
bòria,Pronombre,viento del Norte,Español,,OK
bùrgula,Pronombre,"lunar, peca",Español,,OK
bùzzara,Pronombre,sodomía,Español,,OK
ca mancia tuttu,Pronombre,omnívoro,Español,,OK
cacafìcati,Pronombre,persona noiosa,Italiano,,OK
caccagnu,Pronombre,talón,Español,,OK
cacchi cosa,Pronombre,algo,Español,,OK
cacchiu,Pronombre,pene,Italiano,,OK
cacciaturi,Pronombre,cazador,Español,,OK
cacciottu,Pronombre,"1. cappello basso, 2. cazzotto, 3. pezzo di feltro che riceve poi la forma definitiva del cappello",Italiano,,OK
cacciu,Pronombre,"patada, puntapié, golpe con el pie",Español,,OK
caccunu,Pronombre,alguien,Español,,OK
cacioppu,Pronombre,tronco o toppo d'albero secco,Italiano,,OK
caciummu,Pronombre,"pezzo di vetro colorato a globetti, per collane e sim.",Italiano,,OK
caddarita,Pronombre,bolla alla superficie di un liquido,Italiano,,OK
caddemi,Pronombre,fabricante de ricotta (queso),Español,,OK
caddimu,Pronombre,fabricante de ricotta (queso),Español,,OK
caddu ô pedi,Pronombre,callo en el pie,Español,,OK
cafesa,Pronombre,"ponte di legno con fascine e terra, argine, sbarramento",Italiano,,OK
cafisu,Pronombre,unidad de medida para el aceite,Español,,OK
cagghia,Pronombre,"jaula, caja",Español,,OK
caicuni,Pronombre,buco nella carbonaia per appiccarvi il fuoco,Italiano,,OK
caionza,Pronombre,legno lungo e sottile per cacciare le palline nel giucco del trucco,Italiano,,OK
caireddu,Pronombre,borde del sombrero,Español,,OK
calacàusi,Pronombre,cacahuetes,Español,,OK
calanzita,Pronombre,specie di cicoria,Italiano,,OK
calazina,Pronombre,specie di cicoria,Italiano,,OK
calazita,Pronombre,specie di cicoria,Italiano,,OK
calcagnu,Pronombre,talón,Español,,OK
calciu,Pronombre,"patada, puntapié, golpe con el pie",Español,,OK
calebba,Pronombre,veccia selvatica,Italiano,,OK
caleca,Pronombre,tipo de ciruela pequeña,Español,,OK
calura,Pronombre,calor,Español,,OK
caluri,Pronombre,calor,Español,,OK
cama,Pronombre,terra fangosa e puzzolenta,Italiano,,OK
camarruneddu,Pronombre,"Flor de Pascua (Euphorbia pulcherrima), Noche Buena",Español,,OK
camarruni,Pronombre,"Flor de Pascua (Euphorbia pulcherrima), Noche Buena",Español,,OK
camea,Pronombre,"ruta, rughetta",Italiano,,OK
caminu,Pronombre,"sendero, camino, carrera",Español,,OK
camisa,Pronombre,"grazioso, saporoso",Italiano,,OK
camiu,Pronombre,camión,Español,,OK
cammisa,Pronombre,camisa,Español,,OK
camorchiu,Pronombre,pezzo di legno o altro per stipare il buco della carbonaia accesa,Italiano,,OK
camparìa,Pronombre,"luogo dove i pescatori preparano i salsicciotti di tonno, reparto a terra della tonnara",Italiano,,OK
campi,Pronombre,campos,Español,,OK
campusantu,Pronombre,"camposanto, cementerio",Español,,OK
campìa,Pronombre,vasta remota estensione di terreno,Italiano,,OK
cancarina,Pronombre,capperi!,Italiano,,OK
canciarru,Pronombre,specie di spada,Italiano,,OK
candidatu,Pronombre,candidato,Español,,OK
canigghia,Pronombre,"1. salvado (de cereales), 2. peca|pecas",Español,,OK
caniglia,Pronombre,"1. salvado (de cereales), 2. peca|pecas",Español,,OK
caninanza,Pronombre,simulazione,Italiano,,OK
caniperru,Pronombre,can y perro (como palabra injuriosa),Español,,OK
cantanti,Pronombre,cantante,Español,,OK
cantaranu,Pronombre,"canterano, comò",Italiano,,OK
cantitatu,Pronombre,candidato,Español,,OK
canuzza gnestra,Pronombre,cagna in amore,Italiano,,OK
canuzza n jestra,Pronombre,cagna in amore,Italiano,,OK
canzuna,Pronombre,canción,Español,,OK
canzuni,Pronombre,canciones,Español,,OK
capicciola,Pronombre,filate di seta stracciata,Italiano,,OK
capiddera,Pronombre,cabellera,Español,,OK
capona,Pronombre,sorta di suono o ballo popolare,Italiano,,OK
cappuccia,Pronombre,capucha,Español,,OK
cappucciu,Pronombre,capucha,Español,,OK
capra,Pronombre,cabra,Español,,OK
capraru,Pronombre,cabrero,Español,,OK
caprettu,Pronombre,cabrito,Español,,OK
capu,Pronombre,cabeza (anatomía) / jefe,Español,,OK
capunata,Pronombre,caponata siciliana (comida típica siciliana),Español,,OK
capunatina,Pronombre,caponatina siciliana (comida típica siciliana),Español,,OK
capusatu,Pronombre,vano sottoscala,Italiano,,OK
caputria,Pronombre,specie di salvia,Italiano,,OK
cara,Pronombre,cara,Español,,OK
carabbozza,Pronombre,"cárcel, prisión",Español,,OK
carabbozzu,Pronombre,"cárcel, prisión",Español,,OK
carabozza,Pronombre,"cárcel, prisión",Español,,OK
carabozzu,Pronombre,"cárcel, prisión",Español,,OK
caracozzu,Pronombre,"cárcel, prisión / loma",Español,,OK
caracàusi,Pronombre,cacahuetes,Español,,OK
caramma,Pronombre,"grieta, rajadura, raja",Español,,OK
caramuciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
caramusciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
caranna,Pronombre,sostanza vegetale usata in farmacia,Italiano,,OK
carara,Pronombre,aire caliente y sofocante,Español,,OK
carbazzu,Pronombre,terreno sassoso,Italiano,,OK
carbu,Pronombre,buco nell'albero,Italiano,,OK
carbuni,Pronombre,carbón,Español,,OK
carcagnu,Pronombre,talón,Español,,OK
carcarozzu,Pronombre,loma,Español,,OK
carchi cosa,Pronombre,algo,Español,,OK
carciu,Pronombre,"patada, puntapié, golpe con el pie / calcio",Español,,OK
carcunu,Pronombre,alguien,Español,,OK
cardimu,Pronombre,fabricante de ricotta (queso),Español,,OK
cardùbbulu,Pronombre,avispón (vespa crabro),Español,,OK
careddu,Pronombre,borde del sombrero,Español,,OK
cariota,Pronombre,nome di pianta corrispondente all'ammi,Italiano,,OK
carma,Pronombre,calma,Español,,OK
carmuciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
carmusciu,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
carni,Pronombre,carne,Español,,OK
carota,Pronombre,zanahoria (Daucus carota),Español,,OK
carpetta,Pronombre,estuche para conservar documentos,Español,,OK
carraffa,Pronombre,garrafa,Español,,OK
carrana,Pronombre,ricino (Ricinus communis),Español,,OK
carrata,Pronombre,"pequeño tonel, pequeño barril",Español,,OK
carrateddu,Pronombre,"pequeño tonel, pequeño barril",Español,,OK
carru,Pronombre,carro,Español,,OK
carrubbeddu,Pronombre,"fiaschettone, pendolino (Remiz pendulinus), cinciallegra (Parus maior)",Italiano,,OK
carta,Pronombre,papel,Español,,OK
carta di crèditu,Pronombre,tarjeta de crédito,Español,,OK
cartiddunariu,Pronombre,ladruncolo di campagna,Italiano,,OK
cartuleci,Pronombre,antiche carte comprovanti titoli di proprietà,Italiano,,OK
cartuleggi,Pronombre,antiche carte comprovanti titoli di proprietà,Italiano,,OK
caruana,Pronombre,ricino (Ricinus communis),Español,,OK
carvana,Pronombre,ricino (Ricinus communis),Español,,OK
carvarazzi,Pronombre,strisce di terra incolta,Italiano,,OK
carvarazzu,Pronombre,terreno sassoso,Italiano,,OK
carvuni,Pronombre,carbón,Español,,OK
carà carà,Pronombre,"gioia, godimento",Italiano,,OK
casa,Pronombre,casa,Español,,OK
casalinu,Pronombre,"casa diruta, casupola",Italiano,,OK
casc'e mortu,Pronombre,"ataúd, féretro",Español,,OK
casc'e mottu,Pronombre,"ataúd, féretro",Español,,OK
casc'i mortu,Pronombre,"ataúd, féretro",Español,,OK
cascarda,Pronombre,ballo,Italiano,,OK
cascia,Pronombre,caja,Español,,OK
cascia di mortu,Pronombre,"ataúd, féretro",Español,,OK
casciolu,Pronombre,cajón,Español,,OK
casedda,Pronombre,"riquadro di terra per semenzai, aiuole per piantine",Italiano,,OK
caspu,Pronombre,ramicello d'olivo potato,Italiano,,OK
castagna,Pronombre,castaña,Español,,OK
casteddu,Pronombre,castillo,Español,,OK
casu,Pronombre,caso,Español,,OK
catacugnu,Pronombre,antica veste succinta per donne,Italiano,,OK
catalanu,Pronombre,catalán  / idioma catalán,Español,,OK
catambota,Pronombre,capitombolo,Italiano,,OK
catammolia,Pronombre,capitombolo,Italiano,,OK
catammonta,Pronombre,capitombolo,Italiano,,OK
catammota,Pronombre,capitombolo,Italiano,,OK
catamotu,Pronombre,"1. moina, 2. apoplessia",Italiano,,OK
catananna,Pronombre,bisabuela,Español,,OK
catanannu,Pronombre,bisabuelo,Español,,OK
catarami,Pronombre,alquitrán,Español,,OK
catarana,Pronombre,alquitrán,Español,,OK
catarratta,Pronombre,"trampilla, trampa",Español,,OK
catarrattu,Pronombre,"trampilla, trampa",Español,,OK
catarratu,Pronombre,"trampilla, trampa",Español,,OK
catatrìpulu,Pronombre,traino senza ruote per trasporto di covoni,Italiano,,OK
caticanà,Pronombre,uomo da nulla,Italiano,,OK
catrami,Pronombre,alquitrán,Español,,OK
catrecia,Pronombre,spina dorsale,Italiano,,OK
cattata,Pronombre,vento caldo,Italiano,,OK
catu,Pronombre,"cubo, cántaro",Español,,OK
catubbiata,Pronombre,rovescio d'acqua,Italiano,,OK
catugghia,Pronombre,"donna pettegola e volgare, civetta, frivola",Italiano,,OK
catàmmari,Pronombre,"despacito, muy lento, tranquilamente",Español,,OK
catàmmari catàmmari,Pronombre,"despacito, muy lento, tranquilamente",Español,,OK
cavadda,Pronombre,yegua,Español,,OK
cavaddu,Pronombre,caballo,Español,,OK
cavaleri,Pronombre,"1. caballero, 2. jinete, soldado de caballería / 1. caballeros, 2. jinetes, soldados de caballería",Español,,OK
caviali,Pronombre,capitale,Italiano,,OK
caviolu,Pronombre,buffone da circo,Italiano,,OK
cazzianu,Pronombre,balia (uccello),Italiano,,OK
cazzicaddè,Pronombre,lumaca grossa,Italiano,,OK
cazzicaddì,Pronombre,lumaca grossa,Italiano,,OK
cazzu,Pronombre,"polla, pene",Español,,OK
ccani,Pronombre,"acá, aquí",Español,,OK
ccetta,Pronombre,hachuela,Español,,OK
cchiui,Pronombre,"más, plus",Español,,OK
cchiuni,Pronombre,"más, plus",Español,,OK
cchjui,Pronombre,"más, plus",Español,,OK
cchjuni,Pronombre,"más, plus",Español,,OK
cchjù,Pronombre,"más, plus",Español,,OK
cci,Pronombre,a este lugar / a él / a ella / a ellos / a ellas,Español,,OK
cciotta,Pronombre,hachuela,Español,,OK
ccussini,Pronombre,"así, de esta forma",Español,,OK
ccussì,Pronombre,"así, de esta forma",Español,,OK
ccà,Pronombre,"acá, aquí",Español,,OK
cedda,Pronombre,"polla, pene",Español,,OK
celu,Pronombre,cielo,Español,,OK
centru,Pronombre,centro,Español,,OK
centu,Pronombre,"cién, ciento",Español,,OK
centèsimu,Pronombre,centésimo,Español,,OK
cera,Pronombre,"silla, asiento / cara",Español,,OK
cerniventu,Pronombre,"hombre inútil, hombre sin meta",Español,,OK
cersa,Pronombre,roble,Español,,OK
cersavoi,Pronombre,zafferano,Italiano,,OK
certificatu,Pronombre,certificado,Español,,OK
cervu,Pronombre,ciervo,Español,,OK
cerza,Pronombre,"roble, quejigo",Español,,OK
cetta,Pronombre,hachuela,Español,,OK
cherza,Pronombre,roble,Español,,OK
chesia,Pronombre,iglesia,Español,,OK
chetru,Pronombre,"agua helada, hielo",Español,,OK
chi,Pronombre,que / ¿qué? (en una pregunta) / qué...!,Español,,OK
chianca,Pronombre,carnicería / tronco,Español,,OK
chianta,Pronombre,planta,Español,,OK
chiappa,Pronombre,"1. piccia (di fichi), 2. natica",Italiano,,OK
chiappazza,Pronombre,rupe,Italiano,,OK
chiappetta,Pronombre,concio squadrato per costruire,Italiano,,OK
chiappinu,Pronombre,uomo lento,Italiano,,OK
chiappuni,Pronombre,cantone squadrato per edilizia,Italiano,,OK
chiasma,Pronombre,"ruggine delle piante, delle biade",Italiano,,OK
chiattu,Pronombre,plato,Español,,OK
chiaviruni,Pronombre,palo,Italiano,,OK
chiazza,Pronombre,plaza,Español,,OK
chichiruni,Pronombre,bitorzolo,Italiano,,OK
chidda,Pronombre,aquella,Español,,OK
chiddi,Pronombre,aquellos / aquellas,Español,,OK
chiddu,Pronombre,aquello,Español,,OK
chieffa,Pronombre,cavo (del giogo),Italiano,,OK
chierza,Pronombre,roble,Español,,OK
chiesia,Pronombre,iglesia,Español,,OK
chietru,Pronombre,"agua helada, hielo",Español,,OK
chifila,Pronombre,lattice raccolto dalla pianta dell'Astragalus traganta,Italiano,,OK
chilebba,Pronombre,veccia selvatica,Italiano,,OK
chilebra,Pronombre,veccia selvatica,Italiano,,OK
chimistru,Pronombre,ottone,Italiano,,OK
chimmogliu,Pronombre,tapa,Español,,OK
chimmuogliu,Pronombre,tapa,Español,,OK
chimurru,Pronombre,vista corta,Italiano,,OK
chinnicchiennacchi,Pronombre,que tiene que ver?,Español,,OK
chinnicèsimu,Pronombre,"decimoquinto, quinzavo",Español,,OK
chinu di preiu,Pronombre,festevole,Italiano,,OK
chinu di preju,Pronombre,festevole,Italiano,,OK
chiosu,Pronombre,gelso nero,Italiano,,OK
chippu,Pronombre,pannicolo che avvolge gli intestini,Italiano,,OK
chiri chiri,Pronombre,voce per chiamare i maiali,Italiano,,OK
chiricopu,Pronombre,albaricoque,Español,,OK
chiricupa,Pronombre,albaricoque / albaricoques,Español,,OK
chiròpula,Pronombre,manipolo di lino,Italiano,,OK
chissa,Pronombre,esa,Español,,OK
chissi,Pronombre,esos / esas,Español,,OK
chissu,Pronombre,eso,Español,,OK
chista,Pronombre,esta,Español,,OK
chisti,Pronombre,estos / estas,Español,,OK
chistioni,Pronombre,cuestión,Español,,OK
chistu,Pronombre,esto,Español,,OK
chitarra,Pronombre,guitarra,Español,,OK
chitichitè,Pronombre,"cosquilleo, cosquillas",Español,,OK
chittena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
chiui,Pronombre,"más, plus",Español,,OK
chiuni,Pronombre,"más, plus",Español,,OK
chiàccula,Pronombre,trampa,Español,,OK
chiàncula,Pronombre,trampa,Español,,OK
chiàppira,Pronombre,"¡caracoles!, ¡caramba!",Español,,OK
chiàsima,Pronombre,"ruggine delle piante, delle biade",Italiano,,OK
chiètaru,Pronombre,"agua helada, hielo",Español,,OK
chiù,Pronombre,"más, plus",Español,,OK
chjui,Pronombre,"más, plus",Español,,OK
chjuni,Pronombre,"más, plus",Español,,OK
chjù,Pronombre,"más, plus",Español,,OK
chìmica,Pronombre,química,Español,,OK
chìnnici,Pronombre,quince,Español,,OK
ci,Pronombre,a este lugar / a él / a ella / a ellos / a ellas,Español,,OK
ci gomma,Pronombre,chicle,Español,,OK
ciaca,Pronombre,"canto rodado, guijarro",Español,,OK
ciacchittata,Pronombre,fitta di dolori,Italiano,,OK
ciafagghiuni,Pronombre,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
ciaffa,Pronombre,pata,Español,,OK
ciaffagghiuni,Pronombre,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
ciamma,Pronombre,"flama, llama",Español,,OK
ciampa,Pronombre,pata,Español,,OK
cianchettu,Pronombre,guardinfante,Italiano,,OK
cianciamurrata,Pronombre,"1. ferita di taglio al capo, 2. pioggia dirotta",Italiano,,OK
cianfa,Pronombre,pata,Español,,OK
cianta,Pronombre,planta,Español,,OK
cianuru,Pronombre,cianuro,Español,,OK
ciappa,Pronombre,"1. piedra, peñasco, 2. juego de la chita / pata",Español,,OK
ciaramuci,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
ciaramusci,Pronombre,"1. conejito (cachorro de conejo), 2. chaval (para bromear), chico",Español,,OK
ciarvuni,Pronombre,"pezzo di ramo strappato dall'albero, pertica, pezzo di legno",Italiano,,OK
ciascu,Pronombre,"""fiasco"" (garrafa)",Español,,OK
ciatu,Pronombre,"aliento, respiración",Español,,OK
ciau,Pronombre,hola,Español,,OK
ciavaruni,Pronombre,"pezzo di ramo strappato dall'albero, pertica, pezzo di legno",Italiano,,OK
ciazza,Pronombre,plaza,Español,,OK
cicala,Pronombre,"cigarra, chicharra",Español,,OK
cicaluoru,Pronombre,"uomo dappoco, sciocco",Italiano,,OK
cicarata,Pronombre,tazada (el contenido de una taza),Español,,OK
cicchitedda,Pronombre,"1. curruca cabecinegra (Sylvia melanocephala), 2. curruca capirotada (Sylvia atricapilla)",Español,,OK
cicchittedda,Pronombre,curruca cabecinegra (Sylvia melanocephala),Español,,OK
cicina,Pronombre,minuzzolo,Italiano,,OK
cicioli,Pronombre,ciccioli,Italiano,,OK
cicirimigna,Pronombre,"cardencha (Dipsacus fullonum), cardo de cardadores, cardoncha, dípsaco, raspasayo|raspasayos",Español,,OK
ciclu,Pronombre,ciclo,Español,,OK
ciddazza,Pronombre,pene grande,Español,,OK
cidduffu,Pronombre,"uva dai granelli grossi, mostosi, ma di gusto insipido",Italiano,,OK
ciera,Pronombre,"silla, asiento",Español,,OK
cifudduni,Pronombre,"error, equivocación",Español,,OK
cigala,Pronombre,"cigarra, chicharra",Español,,OK
cilanca,Pronombre,"morbosa avidità di cibo, bulimia",Italiano,,OK
cilebbra,Pronombre,veccia selvatica,Italiano,,OK
cilenna,Pronombre,"mangano, miscuglio per biancheggiare la tela",Italiano,,OK
cileppu,Pronombre,julepe,Español,,OK
cillitta,Pronombre,tubito de las fontanas de donde sale el agua,Español,,OK
cima,Pronombre,instrumento de madera para medir el vino,Español,,OK
cimarra,Pronombre,matassa,Italiano,,OK
cimiciaru,Pronombre,"cementerio, camposanto",Español,,OK
cimigghia,Pronombre,favilla,Italiano,,OK
cimiteru,Pronombre,"cementerio, camposanto",Español,,OK
cina,Pronombre,cesso,Italiano,,OK
cinali,Pronombre,grembiule,Italiano,,OK
cinanca,Pronombre,"morbosa avidità di cibo, bulimia / verme che nasce nella lingua del cane (Pasqualino)",Italiano,,OK
cincigghiu,Pronombre,pendone per ornamento della cintura militare,Italiano,,OK
cincu,Pronombre,cinco,Español,,OK
cinquanta,Pronombre,cincuenta,Español,,OK
cinquantèsimu,Pronombre,quincuagésimo,Español,,OK
cintèsimu,Pronombre,centésimo,Español,,OK
cintìmulu,Pronombre,mulino mosso da giumenti,Italiano,,OK
ciosa,Pronombre,gelso (frutto),Italiano,,OK
ciospa,Pronombre,donna di mal affare,Italiano,,OK
ciotta,Pronombre,hachuela,Español,,OK
cippettu,Pronombre,vivanda di tonnina e cipolla,Italiano,,OK
cippu,Pronombre,tronco (trozo),Español,,OK
ciranna,Pronombre,rana,Español,,OK
ciranni,Pronombre,ranas,Español,,OK
circedda,Pronombre,orecchino,Italiano,,OK
circeddu,Pronombre,cima della vite,Italiano,,OK
cirinciò,Pronombre,curruca capirotada (Sylvia atricapilla),Español,,OK
cirluvì,Pronombre,piviere,Italiano,,OK
cirrinciciò,Pronombre,curruca capirotada (Sylvia atricapilla),Español,,OK
cirrinciò,Pronombre,curruca capirotada (Sylvia atricapilla),Español,,OK
cirru,Pronombre,piccolo pesce rossigno e di poco pregio,Italiano,,OK
cirruvìu,Pronombre,piviere,Italiano,,OK
cirsudda,Pronombre,"zamarrilla de los muros (Teucrium chamaedrys), camaedrio, camedrio, carrasquilla, encinilla, germandrina, hierba del carmesio",Español,,OK
cirtificatu,Pronombre,certificado,Español,,OK
cirveri,Pronombre,lince,Italiano,,OK
cirìmula,Pronombre,"piccola lama di metallo rotondo, nel tamburello",Italiano,,OK
cirìmuli,Pronombre,"piccola lama di metallo rotondo, nel tamburello",Italiano,,OK
ciròbbisu,Pronombre,cera con la quale si chiudono tutte le fessure dell'alveare,Italiano,,OK
cisca,Pronombre,"recipiente per il latte, contenitore ligneo in cui si munge",Italiano,,OK
citarra,Pronombre,guitarra,Español,,OK
citati,Pronombre,ciudad,Español,,OK
citazzioni,Pronombre,citación,Español,,OK
cità,Pronombre,ciudad,Español,,OK
ciucca,Pronombre,gramaglie,Italiano,,OK
ciuceddu,Pronombre,"plato (comida), sopa de pescado",Español,,OK
ciuciareddi,Pronombre,ninnoli,Italiano,,OK
ciuciastra,Pronombre,donna di mal affare,Italiano,,OK
ciucieddu,Pronombre,"plato (comida), sopa de pescado",Español,,OK
ciuciuni,Pronombre,"ciarpone, armeggione, pasticcione",Italiano,,OK
ciumi,Pronombre,río,Español,,OK
ciuri,Pronombre,flor / flores,Español,,OK
ciurruvìu,Pronombre,piviere,Italiano,,OK
ciusca,Pronombre,salvado (de cereales),Español,,OK
ciàppula,Pronombre,trampa,Español,,OK
ciàula,Pronombre,corneja,Español,,OK
ciùnciulu,Pronombre,"centinodia (Polygonum aviculare), sanguinaria (Geranium sanguineum): erba che si usava contro le emorragie",Italiano,,OK
clesia,Pronombre,iglesia,Español,,OK
cocca cosa,Pronombre,algo,Español,,OK
cocchi cosa,Pronombre,algo,Español,,OK
cocciu,Pronombre,baya,Español,,OK
coccu cosa,Pronombre,algo,Español,,OK
coccunu,Pronombre,alguien,Español,,OK
coddu,Pronombre,cuello,Español,,OK
colpu,Pronombre,golpe,Español,,OK
copia,Pronombre,copia,Español,,OK
corbu,Pronombre,cuervo,Español,,OK
corca cosa,Pronombre,algo,Español,,OK
corchi cosa,Pronombre,algo,Español,,OK
corcunu,Pronombre,alguien,Español,,OK
corda,Pronombre,cuerda,Español,,OK
cori,Pronombre,corazón,Español,,OK
corla,Pronombre,"ira, rabia",Español,,OK
cornabusci,Pronombre,nome di pianta,Italiano,,OK
cornu,Pronombre,cuerno (hueso),Español,,OK
corpu,Pronombre,cuerpo / golpe,Español,,OK
corsu,Pronombre,corso / idioma corso,Español,,OK
corti,Pronombre,corte,Español,,OK
coru,Pronombre,coro,Español,,OK
corvu,Pronombre,cuervo,Español,,OK
cosa,Pronombre,cosa,Español,,OK
cosca,Pronombre,cestola d'una foglia d'ortaggi,Italiano,,OK
coscia,Pronombre,muslo,Español,,OK
costa,Pronombre,"costa (mar), litoral",Español,,OK
cozzu,Pronombre,"1. trozo (de pan), 2. occipucio, colodrillo, cogote, nuca",Español,,OK
crapa,Pronombre,cabra,Español,,OK
craparu,Pronombre,cabrero,Español,,OK
crapettu,Pronombre,cabrito,Español,,OK
crastulli,Pronombre,figurine mosse da giocolieri,Italiano,,OK
crastuni,Pronombre,gran caracol,Español,,OK
crauni,Pronombre,carbón,Español,,OK
cravuni,Pronombre,carbón,Español,,OK
crema,Pronombre,nata,Español,,OK
cresia,Pronombre,iglesia,Español,,OK
criccu,Pronombre,"graffa, grappa",Italiano,,OK
cricopa,Pronombre,albaricoque,Español,,OK
